Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /checking/user,6,6,11,13.932116664364003,4.317099985200912,32.75350001058541,22.0,5.8475345658954785,5.8475345658954785,13,13,13,13,33,33,33,33,33,33,33
,Aggregated,6,6,11,13.932116664364003,4.317099985200912,32.75350001058541,22.0,5.8475345658954785,5.8475345658954785,13,13,13,13,33,33,33,33,33,33,33
