Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /checking/user,6,6,10,28.942033333199408,6.245500000659376,120.83390000043437,22.0,5.870620564811489,5.870620564811489,11,11,18,18,120,120,120,120,120,120,120
,Aggregated,6,6,10,28.942033333199408,6.245500000659376,120.83390000043437,22.0,5.870620564811489,5.870620564811489,11,11,18,18,120,120,120,120,120,120,120
